2024-06-26T00:25:47.121+05:30  INFO 3224 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:32.585+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:32.599+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:42.601+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:36:42.611+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:56.584+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:56.585+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:56.585+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:56.585+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:56.585+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:56.585+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:56.587+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:56.587+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:56.588+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:56.588+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:36:56.591+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:37:14.548+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:37:14.564+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:37:14.564+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:37:14.564+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:37.514+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:37:37.517+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:37:37.517+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:37:37.521+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:37:37.525+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:37:37.525+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:37:37.525+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:37:59.212+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:37:59.215+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:37:59.215+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:37:59.215+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:59.215+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:59.215+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
